sample_id,frame,simulation_time,lap_id,ego_speed_kmh,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,lidar_points,semantic_points,adaptive_25d_cells,terrain_cells,static_obstacle_cells,vehicle_cells,pedestrian_cells,road_cells,sidewalk_cells,min_resolution_m,max_resolution_m,front_vehicle,front_distance_m,front_speed_kmh,collision_count,scenario,depression_id,depression_center_m,depression_start_m,depression_end_m,distance_to_depression_m,inside_depression,weather,raw_lidar_file,semantic_lidar_file,adaptive_25d_file
27849,253609,2793.529,5,36.232,3622.462,-1.925,0.002,-0.0,0.0,-0.002,3558,6402,2535,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-277.54,0,Daylight_No_Rain,raw_lidar\lidar_027849.npy,semantic_lidar\semantic_027849.npy,adaptive_2_5d\grid_027849.npz
27850,253611,2793.629,5,36.232,3623.468,-1.925,0.002,-0.0,0.0,-0.002,11122,20226,7989,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-276.53,0,Daylight_No_Rain,raw_lidar\lidar_027850.npy,semantic_lidar\semantic_027850.npy,adaptive_2_5d\grid_027850.npz
27851,253613,2793.729,5,36.233,3624.474,-1.925,0.002,-0.0,0.0,-0.002,3573,6402,2545,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-275.53,0,Daylight_No_Rain,raw_lidar\lidar_027851.npy,semantic_lidar\semantic_027851.npy,adaptive_2_5d\grid_027851.npz
27852,253615,2793.829,5,36.233,3625.48,-1.925,0.002,-0.0,0.0,-0.002,11087,20227,7950,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-274.52,0,Daylight_No_Rain,raw_lidar\lidar_027852.npy,semantic_lidar\semantic_027852.npy,adaptive_2_5d\grid_027852.npz
27853,253617,2793.929,5,36.233,3626.487,-1.925,0.002,-0.0,0.0,-0.002,3499,6402,2517,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-273.51,0,Daylight_No_Rain,raw_lidar\lidar_027853.npy,semantic_lidar\semantic_027853.npy,adaptive_2_5d\grid_027853.npz
27854,253619,2794.029,5,36.234,3627.493,-1.926,0.002,-0.0,0.0,-0.002,11133,20227,7993,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-272.51,0,Daylight_No_Rain,raw_lidar\lidar_027854.npy,semantic_lidar\semantic_027854.npy,adaptive_2_5d\grid_027854.npz
27855,253621,2794.129,5,36.234,3628.499,-1.926,0.002,-0.0,0.0,-0.002,3515,6402,2537,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-271.5,0,Daylight_No_Rain,raw_lidar\lidar_027855.npy,semantic_lidar\semantic_027855.npy,adaptive_2_5d\grid_027855.npz
27856,253623,2794.229,5,36.234,3629.506,-1.926,0.002,-0.0,0.0,-0.002,11157,20226,7958,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-270.49,0,Daylight_No_Rain,raw_lidar\lidar_027856.npy,semantic_lidar\semantic_027856.npy,adaptive_2_5d\grid_027856.npz
27857,253625,2794.329,5,36.234,3630.512,-1.926,0.002,-0.0,0.0,-0.002,3514,6402,2511,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-269.49,0,Daylight_No_Rain,raw_lidar\lidar_027857.npy,semantic_lidar\semantic_027857.npy,adaptive_2_5d\grid_027857.npz
27858,253627,2794.429,5,36.233,3631.518,-1.926,0.002,-0.0,0.0,-0.002,11228,20227,8010,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-268.48,0,Daylight_No_Rain,raw_lidar\lidar_027858.npy,semantic_lidar\semantic_027858.npy,adaptive_2_5d\grid_027858.npz
27859,253629,2794.529,5,36.233,3632.524,-1.926,0.002,-0.0,0.0,-0.002,3511,6402,2532,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-267.48,0,Daylight_No_Rain,raw_lidar\lidar_027859.npy,semantic_lidar\semantic_027859.npy,adaptive_2_5d\grid_027859.npz
27860,253631,2794.629,5,36.233,3633.531,-1.926,0.002,-0.0,0.0,-0.002,11042,20228,7960,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-266.47,0,Daylight_No_Rain,raw_lidar\lidar_027860.npy,semantic_lidar\semantic_027860.npy,adaptive_2_5d\grid_027860.npz
27861,253633,2794.729,5,36.233,3634.537,-1.926,0.002,-0.0,0.0,-0.002,3464,6402,2483,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-265.46,0,Daylight_No_Rain,raw_lidar\lidar_027861.npy,semantic_lidar\semantic_027861.npy,adaptive_2_5d\grid_027861.npz
27862,253635,2794.829,5,36.232,3635.543,-1.926,0.002,-0.0,0.0,-0.002,11226,20228,8025,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-264.46,0,Daylight_No_Rain,raw_lidar\lidar_027862.npy,semantic_lidar\semantic_027862.npy,adaptive_2_5d\grid_027862.npz
27863,253637,2794.929,5,36.232,3636.549,-1.926,0.002,-0.0,0.0,-0.002,3485,6402,2492,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-263.45,0,Daylight_No_Rain,raw_lidar\lidar_027863.npy,semantic_lidar\semantic_027863.npy,adaptive_2_5d\grid_027863.npz
27864,253639,2795.029,5,36.279,3638.059,-1.926,0.002,-0.0,0.0,-0.002,11187,20230,8026,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-261.94,0,Daylight_No_Rain,raw_lidar\lidar_027864.npy,semantic_lidar\semantic_027864.npy,adaptive_2_5d\grid_027864.npz
27865,253641,2795.129,5,36.232,3638.562,-1.926,0.002,-0.0,0.0,-0.002,3497,6402,2514,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-261.44,0,Daylight_No_Rain,raw_lidar\lidar_027865.npy,semantic_lidar\semantic_027865.npy,adaptive_2_5d\grid_027865.npz
27866,253643,2795.229,5,36.232,3639.568,-1.926,0.002,-0.0,0.0,-0.002,11056,20231,7943,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-260.43,0,Daylight_No_Rain,raw_lidar\lidar_027866.npy,semantic_lidar\semantic_027866.npy,adaptive_2_5d\grid_027866.npz
27867,253645,2795.329,5,36.232,3640.574,-1.926,0.002,-0.0,0.0,-0.002,3554,6402,2522,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-259.43,0,Daylight_No_Rain,raw_lidar\lidar_027867.npy,semantic_lidar\semantic_027867.npy,adaptive_2_5d\grid_027867.npz
27868,253647,2795.429,5,36.278,3642.084,-1.926,0.002,-0.0,0.0,-0.002,11191,20233,7984,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-257.92,0,Daylight_No_Rain,raw_lidar\lidar_027868.npy,semantic_lidar\semantic_027868.npy,adaptive_2_5d\grid_027868.npz
27869,253649,2795.529,5,36.231,3642.587,-1.926,0.002,-0.0,0.0,-0.002,3536,6402,2538,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-257.41,0,Daylight_No_Rain,raw_lidar\lidar_027869.npy,semantic_lidar\semantic_027869.npy,adaptive_2_5d\grid_027869.npz
27870,253651,2795.629,5,36.231,3643.593,-1.926,0.002,-0.0,0.0,-0.002,11110,20232,7996,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-256.41,0,Daylight_No_Rain,raw_lidar\lidar_027870.npy,semantic_lidar\semantic_027870.npy,adaptive_2_5d\grid_027870.npz
27871,253653,2795.729,5,36.231,3644.599,-1.926,0.002,-0.0,0.0,-0.002,3507,6402,2503,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-255.4,0,Daylight_No_Rain,raw_lidar\lidar_027871.npy,semantic_lidar\semantic_027871.npy,adaptive_2_5d\grid_027871.npz
27872,253655,2795.829,5,36.231,3645.605,-1.926,0.002,-0.0,0.0,-0.002,11032,20234,7962,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-254.39,0,Daylight_No_Rain,raw_lidar\lidar_027872.npy,semantic_lidar\semantic_027872.npy,adaptive_2_5d\grid_027872.npz
27873,253657,2795.929,5,36.231,3646.612,-1.926,0.002,-0.0,0.0,-0.002,3552,6402,2529,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-253.39,0,Daylight_No_Rain,raw_lidar\lidar_027873.npy,semantic_lidar\semantic_027873.npy,adaptive_2_5d\grid_027873.npz
27874,253659,2796.029,5,36.231,3647.618,-1.926,0.002,-0.0,0.0,-0.002,11095,20235,7950,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-252.38,0,Daylight_No_Rain,raw_lidar\lidar_027874.npy,semantic_lidar\semantic_027874.npy,adaptive_2_5d\grid_027874.npz
27875,253661,2796.129,5,36.231,3648.624,-1.926,0.002,-0.0,0.0,-0.002,3606,6402,2556,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-251.38,0,Daylight_No_Rain,raw_lidar\lidar_027875.npy,semantic_lidar\semantic_027875.npy,adaptive_2_5d\grid_027875.npz
27876,253663,2796.229,5,36.231,3649.631,-1.926,0.002,-0.0,0.0,-0.002,11148,20234,7987,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-250.37,0,Daylight_No_Rain,raw_lidar\lidar_027876.npy,semantic_lidar\semantic_027876.npy,adaptive_2_5d\grid_027876.npz
27877,253665,2796.329,5,36.231,3650.637,-1.926,0.002,-0.0,0.0,-0.002,3541,6401,2532,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-249.36,0,Daylight_No_Rain,raw_lidar\lidar_027877.npy,semantic_lidar\semantic_027877.npy,adaptive_2_5d\grid_027877.npz
27878,253667,2796.429,5,36.231,3651.643,-1.927,0.002,-0.0,0.0,-0.002,11077,20235,7866,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-248.36,0,Daylight_No_Rain,raw_lidar\lidar_027878.npy,semantic_lidar\semantic_027878.npy,adaptive_2_5d\grid_027878.npz
27879,253669,2796.529,5,36.231,3652.649,-1.927,0.002,-0.0,0.0,-0.002,3521,6401,2582,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-247.35,0,Daylight_No_Rain,raw_lidar\lidar_027879.npy,semantic_lidar\semantic_027879.npy,adaptive_2_5d\grid_027879.npz
27880,253671,2796.629,5,36.278,3654.159,-1.927,0.002,-0.0,0.0,-0.002,11097,20234,7948,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-245.84,0,Daylight_No_Rain,raw_lidar\lidar_027880.npy,semantic_lidar\semantic_027880.npy,adaptive_2_5d\grid_027880.npz
27881,253673,2796.729,5,36.231,3654.662,-1.927,0.002,-0.0,0.0,-0.002,3508,6401,2525,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-245.34,0,Daylight_No_Rain,raw_lidar\lidar_027881.npy,semantic_lidar\semantic_027881.npy,adaptive_2_5d\grid_027881.npz
27882,253675,2796.829,5,36.231,3656.674,-1.927,0.002,-0.0,0.0,-0.002,11148,20236,7961,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-243.33,0,Daylight_No_Rain,raw_lidar\lidar_027882.npy,semantic_lidar\semantic_027882.npy,adaptive_2_5d\grid_027882.npz
27883,253677,2796.929,5,36.278,3657.177,-1.927,0.002,-0.0,0.0,-0.002,3485,6401,2484,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-242.82,0,Daylight_No_Rain,raw_lidar\lidar_027883.npy,semantic_lidar\semantic_027883.npy,adaptive_2_5d\grid_027883.npz
27884,253679,2797.029,5,36.278,3658.184,-1.927,0.002,-0.0,0.0,-0.002,11064,20236,7921,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-241.82,0,Daylight_No_Rain,raw_lidar\lidar_027884.npy,semantic_lidar\semantic_027884.npy,adaptive_2_5d\grid_027884.npz
27885,253681,2797.129,5,36.231,3658.687,-1.927,0.002,-0.0,0.0,-0.002,3523,6401,2516,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-241.31,0,Daylight_No_Rain,raw_lidar\lidar_027885.npy,semantic_lidar\semantic_027885.npy,adaptive_2_5d\grid_027885.npz
27886,253683,2797.229,5,36.231,3660.699,-1.927,0.002,-0.0,0.0,-0.002,11054,20235,7932,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-239.3,0,Daylight_No_Rain,raw_lidar\lidar_027886.npy,semantic_lidar\semantic_027886.npy,adaptive_2_5d\grid_027886.npz
27887,253685,2797.329,5,36.278,3661.202,-1.927,0.002,-0.0,0.0,-0.002,3535,6401,2531,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-238.8,0,Daylight_No_Rain,raw_lidar\lidar_027887.npy,semantic_lidar\semantic_027887.npy,adaptive_2_5d\grid_027887.npz
27888,253687,2797.429,5,36.278,3662.209,-1.927,0.002,-0.0,0.0,-0.002,11065,20235,7927,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-237.79,0,Daylight_No_Rain,raw_lidar\lidar_027888.npy,semantic_lidar\semantic_027888.npy,adaptive_2_5d\grid_027888.npz
27889,253689,2797.529,5,36.231,3662.712,-1.927,0.002,-0.0,0.0,-0.002,3542,6400,2546,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-237.29,0,Daylight_No_Rain,raw_lidar\lidar_027889.npy,semantic_lidar\semantic_027889.npy,adaptive_2_5d\grid_027889.npz
27890,253691,2797.629,5,36.231,3663.718,-1.927,0.002,-0.0,0.0,-0.002,11081,20235,7907,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-236.28,0,Daylight_No_Rain,raw_lidar\lidar_027890.npy,semantic_lidar\semantic_027890.npy,adaptive_2_5d\grid_027890.npz
27891,253693,2797.729,5,36.231,3664.724,-1.927,0.002,-0.0,0.0,-0.002,3517,6400,2528,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-235.28,0,Daylight_No_Rain,raw_lidar\lidar_027891.npy,semantic_lidar\semantic_027891.npy,adaptive_2_5d\grid_027891.npz
27892,253695,2797.829,5,36.278,3666.234,-1.927,0.002,-0.0,0.0,-0.002,11134,20237,8006,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-233.77,0,Daylight_No_Rain,raw_lidar\lidar_027892.npy,semantic_lidar\semantic_027892.npy,adaptive_2_5d\grid_027892.npz
27893,253697,2797.929,5,36.231,3666.737,-1.927,0.002,-0.0,0.0,-0.002,3469,6400,2542,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-233.26,0,Daylight_No_Rain,raw_lidar\lidar_027893.npy,semantic_lidar\semantic_027893.npy,adaptive_2_5d\grid_027893.npz
27894,253699,2798.029,5,36.231,3667.743,-1.927,0.002,-0.0,0.0,-0.002,11074,20238,7918,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-232.26,0,Daylight_No_Rain,raw_lidar\lidar_027894.npy,semantic_lidar\semantic_027894.npy,adaptive_2_5d\grid_027894.npz
27895,253701,2798.129,5,36.231,3668.749,-1.927,0.002,-0.0,0.0,-0.002,3524,6400,2512,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-231.25,0,Daylight_No_Rain,raw_lidar\lidar_027895.npy,semantic_lidar\semantic_027895.npy,adaptive_2_5d\grid_027895.npz
27896,253703,2798.229,5,36.278,3670.259,-1.927,0.002,-0.0,0.0,-0.002,11045,20238,7863,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-229.74,0,Daylight_No_Rain,raw_lidar\lidar_027896.npy,semantic_lidar\semantic_027896.npy,adaptive_2_5d\grid_027896.npz
27897,253705,2798.329,5,36.231,3670.762,-1.927,0.002,-0.0,0.0,-0.002,3504,6400,2539,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-229.24,0,Daylight_No_Rain,raw_lidar\lidar_027897.npy,semantic_lidar\semantic_027897.npy,adaptive_2_5d\grid_027897.npz
27898,253707,2798.429,5,36.278,3672.271,-1.927,0.002,-0.0,0.0,-0.002,11131,20239,7976,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-227.73,0,Daylight_No_Rain,raw_lidar\lidar_027898.npy,semantic_lidar\semantic_027898.npy,adaptive_2_5d\grid_027898.npz
27899,253709,2798.529,5,36.231,3672.774,-1.927,0.002,-0.0,0.0,-0.002,3554,6400,2531,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-227.23,0,Daylight_No_Rain,raw_lidar\lidar_027899.npy,semantic_lidar\semantic_027899.npy,adaptive_2_5d\grid_027899.npz
27900,253711,2798.629,5,36.231,3673.781,-1.927,0.002,-0.0,0.0,-0.002,11122,20241,7976,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-226.22,0,Daylight_No_Rain,raw_lidar\lidar_027900.npy,semantic_lidar\semantic_027900.npy,adaptive_2_5d\grid_027900.npz
27901,253713,2798.729,5,36.231,3674.787,-1.928,0.002,-0.0,0.0,-0.002,3503,6400,2498,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-225.21,0,Daylight_No_Rain,raw_lidar\lidar_027901.npy,semantic_lidar\semantic_027901.npy,adaptive_2_5d\grid_027901.npz
27902,253715,2798.829,5,36.231,3675.793,-1.928,0.002,-0.0,0.0,-0.002,11125,20241,7938,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-224.21,0,Daylight_No_Rain,raw_lidar\lidar_027902.npy,semantic_lidar\semantic_027902.npy,adaptive_2_5d\grid_027902.npz
27903,253717,2798.929,5,36.231,3676.799,-1.928,0.002,-0.0,0.0,-0.002,3556,6400,2536,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-223.2,0,Daylight_No_Rain,raw_lidar\lidar_027903.npy,semantic_lidar\semantic_027903.npy,adaptive_2_5d\grid_027903.npz
27904,253719,2799.029,5,36.231,3677.806,-1.928,0.002,-0.0,0.0,-0.002,11165,20242,7998,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-222.19,0,Daylight_No_Rain,raw_lidar\lidar_027904.npy,semantic_lidar\semantic_027904.npy,adaptive_2_5d\grid_027904.npz
27905,253721,2799.129,5,36.278,3679.315,-1.928,0.002,-0.0,0.0,-0.002,3571,6400,2535,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-220.68,0,Daylight_No_Rain,raw_lidar\lidar_027905.npy,semantic_lidar\semantic_027905.npy,adaptive_2_5d\grid_027905.npz
27906,253723,2799.229,5,36.278,3680.321,-1.928,0.002,-0.0,0.0,-0.002,11048,20241,7988,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-219.68,0,Daylight_No_Rain,raw_lidar\lidar_027906.npy,semantic_lidar\semantic_027906.npy,adaptive_2_5d\grid_027906.npz
27907,253725,2799.329,5,36.231,3680.824,-1.928,0.002,-0.0,0.0,-0.002,3599,6400,2560,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-219.18,0,Daylight_No_Rain,raw_lidar\lidar_027907.npy,semantic_lidar\semantic_027907.npy,adaptive_2_5d\grid_027907.npz
27908,253727,2799.429,5,36.231,3681.831,-1.928,0.002,-0.0,0.0,-0.002,11085,20244,7964,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-218.17,0,Daylight_No_Rain,raw_lidar\lidar_027908.npy,semantic_lidar\semantic_027908.npy,adaptive_2_5d\grid_027908.npz
27909,253729,2799.529,5,36.231,3682.837,-1.928,0.002,-0.0,0.0,-0.002,3554,6399,2544,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-217.16,0,Daylight_No_Rain,raw_lidar\lidar_027909.npy,semantic_lidar\semantic_027909.npy,adaptive_2_5d\grid_027909.npz
27910,253731,2799.629,5,36.231,3683.843,-1.928,0.002,-0.0,0.0,-0.002,11102,20245,7935,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-216.16,0,Daylight_No_Rain,raw_lidar\lidar_027910.npy,semantic_lidar\semantic_027910.npy,adaptive_2_5d\grid_027910.npz
27911,253733,2799.729,5,36.231,3684.849,-1.928,0.002,-0.0,0.0,-0.002,3476,6399,2473,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-215.15,0,Daylight_No_Rain,raw_lidar\lidar_027911.npy,semantic_lidar\semantic_027911.npy,adaptive_2_5d\grid_027911.npz
27912,253735,2799.829,5,36.231,3685.855,-1.928,0.002,-0.0,0.0,-0.002,11223,20245,7993,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-214.14,0,Daylight_No_Rain,raw_lidar\lidar_027912.npy,semantic_lidar\semantic_027912.npy,adaptive_2_5d\grid_027912.npz
27913,253737,2799.929,5,36.231,3686.862,-1.928,0.002,-0.0,0.0,-0.002,3545,6399,2540,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-213.14,0,Daylight_No_Rain,raw_lidar\lidar_027913.npy,semantic_lidar\semantic_027913.npy,adaptive_2_5d\grid_027913.npz
27914,253739,2800.029,5,36.278,3688.371,-1.928,0.002,-0.0,0.0,-0.002,11096,20248,8006,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-211.63,0,Daylight_No_Rain,raw_lidar\lidar_027914.npy,semantic_lidar\semantic_027914.npy,adaptive_2_5d\grid_027914.npz
27915,253741,2800.129,5,36.231,3688.874,-1.928,0.002,-0.0,0.0,-0.002,3467,6399,2475,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-211.13,0,Daylight_No_Rain,raw_lidar\lidar_027915.npy,semantic_lidar\semantic_027915.npy,adaptive_2_5d\grid_027915.npz
27916,253743,2800.229,5,36.231,3689.881,-1.928,0.002,-0.0,0.0,-0.002,11121,20250,7959,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-210.12,0,Daylight_No_Rain,raw_lidar\lidar_027916.npy,semantic_lidar\semantic_027916.npy,adaptive_2_5d\grid_027916.npz
27917,253745,2800.329,5,36.231,3690.887,-1.928,0.002,-0.0,0.0,-0.002,3489,6398,2510,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-209.11,0,Daylight_No_Rain,raw_lidar\lidar_027917.npy,semantic_lidar\semantic_027917.npy,adaptive_2_5d\grid_027917.npz
27918,253747,2800.429,5,36.231,3692.899,-1.928,0.002,-0.0,0.0,-0.002,11178,20254,7974,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,3,3900.0,3888.0,3912.0,-207.1,0,Daylight_No_Rain,raw_lidar\lidar_027918.npy,semantic_lidar\semantic_027918.npy,adaptive_2_5d\grid_027918.npz
